Tên,Địa chỉ,Số điện thoại,Link
Nhà Thuốc Khánh Vân,"Địa chỉ: 48 Tô Hiến Thành, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3512 578,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Kh%C3%A1nh+V%C3%A2n/data=!4m7!3m6!1s0x3170677c64590667:0x8ba2cd9ab1f44fe5!8m2!3d12.2384722!4d109.1922553!16s%2Fg%2F1pzxmzgym!19sChIJZwZZZHxncDER5U_0sZrNoos?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 131 D. Hiến Quyền, Vĩnh Hải, Nha Trang, Khánh Hòa 700000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x317067e452bf26eb:0x31c3b9df793f0d70!8m2!3d12.2885305!4d109.2033129!16s%2Fg%2F11nmlf4ygy!19sChIJ6ya_UuRncDERcA0_ed-5wzE?authuser=0&hl=vi&rclk=1
Nhà Thuốc THUẬN THẢO,"Địa chỉ: 85 Đồng Nai, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0794 944 209,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+THU%E1%BA%ACN+TH%E1%BA%A2O/data=!4m7!3m6!1s0x31705d8389dcf821:0xd1fb641f1cb933b0!8m2!3d12.2410867!4d109.1802559!16s%2Fg%2F1hc165hc9!19sChIJIfjciYNdcDERsDO5HB9k-9E?authuser=0&hl=vi&rclk=1
Nhà thuốc Thanh Hoài,"Địa chỉ: 332 Thống Nhất, Phương Sài, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0905 228 440,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Thanh+Ho%C3%A0i/data=!4m7!3m6!1s0x31705d82981fe115:0xd91f0e8e2aeb04df!8m2!3d12.2496389!4d109.1819912!16s%2Fg%2F11m8452s6x!19sChIJFeEfmIJdcDER3wTrKo4OH9k?authuser=0&hl=vi&rclk=1
"Nhà thuốc Nhà thuốc Pharmacity, 약국체인 파마시티, Аптека, 药店连锁","Địa chỉ: 71 Ngô Gia Tự, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6821,"https://www.google.com/maps/place/Nha%CC%80+thu%C3%B4%CC%81c+Nh%C3%A0+thu%E1%BB%91c+Pharmacity,+%EC%95%BD%EA%B5%AD%EC%B2%B4%EC%9D%B8+%ED%8C%8C%EB%A7%88%EC%8B%9C%ED%8B%B0,+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0,+%E8%8D%AF%E5%BA%97%E8%BF%9E%E9%94%81/data=!4m7!3m6!1s0x317067c301caa357:0x683b697742968646!8m2!3d12.2423155!4d109.1895133!16s%2Fg%2F11hqvh3145!19sChIJV6PKAcNncDERRoaWQndpO2g?authuser=0&hl=vi&rclk=1"
Nhà Thuốc Bắc An Sinh Đường,"Địa chỉ: 24 Đ. Hoàng Hoa Thám, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0905 168 571,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+B%E1%BA%AFc+An+Sinh+%C4%90%C6%B0%E1%BB%9Dng/data=!4m7!3m6!1s0x31706781ff83facb:0x70f15c1d2eb2c2a!8m2!3d12.2465114!4d109.1938582!16s%2Fg%2F1hc26_90_!19sChIJy_qD_4FncDERKizr0sEVDwc?authuser=0&hl=vi&rclk=1
Nhà Thuốc Nhật Tân,"Địa chỉ: 115 Trần Hưng Đạo, Phường 1, Tuy Hòa, Phú Yên",Số điện thoại: 0869 182 979,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Nh%E1%BA%ADt+T%C3%A2n/data=!4m7!3m6!1s0x316fec3c2196f547:0x6b815329374cb1e1!8m2!3d13.0851989!4d109.3033305!16s%2Fg%2F1tdp733k!19sChIJR_WWITzsbzER4bFMNylTgWs?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thiện Chí,"Địa chỉ: 611 Đ. 2/4, Bắc Nha Trang, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0938 877 787,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Thi%E1%BB%87n+Ch%C3%AD/data=!4m7!3m6!1s0x317067f25ed5160d:0xdb5adb9a049a4e9!8m2!3d12.2707369!4d109.1981642!16s%2Fg%2F1hc1jfk7f!19sChIJDRbVXvJncDER6aRJoLmttQ0?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: Lô 68 Đ. Số 4, khu đô thị VCN, Nha Trang, Khánh Hòa 57124",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31705d9ac15f9e95:0x3de3db7e4164df90!8m2!3d12.238451!4d109.1786058!16s%2Fg%2F11swt7qz7g!19sChIJlZ5fwZpdcDERkN9kQX7b4z0?authuser=0&hl=vi&rclk=1
CÔNG TY TNHH VÕ TÍN - NHÀ THUỐC THANH HOÀI,"Địa chỉ: 6a Đ. Phan Chu Trinh, Vạn Thạnh, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0905 228 440,https://www.google.com/maps/place/C%C3%94NG+TY+TNHH+V%C3%95+T%C3%8DN+-+NH%C3%80+THU%E1%BB%90C+THANH+HO%C3%80I/data=!4m7!3m6!1s0x31706784205b15ef:0x766a815d0a04816f!8m2!3d12.2531633!4d109.1941292!16s%2Fg%2F1hc4dx745!19sChIJ7xVbIIRncDERb4EECl2BanY?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 754 Đ. 2/4, Vĩnh Phước, Nha Trang, Khánh Hòa 57111",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31706794813be983:0x95ef2c4f067eb0ae!8m2!3d12.2691252!4d109.1972025!16s%2Fg%2F11tn6y8zjw!19sChIJg-k7gZRncDERrrB-Bk8s75U?authuser=0&hl=vi&rclk=1
Nhà thuốc Tường Vi 322 - Đạt chuẩn GPP,"Địa chỉ: 322 Nguyễn Văn Linh, Phú Lâm, Tuy Hòa, Phú Yên 56000",Số điện thoại: 0819 081 400,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+T%C6%B0%E1%BB%9Dng+Vi+322+-+%C4%90%E1%BA%A1t+chu%E1%BA%A9n+GPP/data=!4m7!3m6!1s0x316fef70ded902d9:0x1cb95bfaef8dc6ae!8m2!3d13.0472324!4d109.3107198!16s%2Fg%2F11pvqjx1t4!19sChIJ2QLZ3nDvbzERrsaN7_pbuRw?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 294 Đ. 2/4, Tổ 20, Nha Trang, Khánh Hòa 57000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x3170678c21fd914b:0x70cb9c83aa0b81ba!8m2!3d12.2847251!4d109.1917594!16s%2Fg%2F11rhf2p652!19sChIJS5H9IYxncDERuoELqoOcy3A?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thanh Hoài,"Địa chỉ: 22 Cao Bá Quát, Phước Hoà, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0775 428 440,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Thanh+Ho%C3%A0i/data=!4m7!3m6!1s0x31705d48efdaf3ef:0x9f6c841e1cfdfc42!8m2!3d12.2419917!4d109.1831249!16s%2Fg%2F11s2jcj9wj!19sChIJ7_Pa70hdcDERQvz9HB6EbJ8?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 78 Võ Thị Sáu, Phước Trung, Nha Trang, Khánh Hòa",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nha%CC%80+thu%C3%B4%CC%81c+Pharmacity/data=!4m7!3m6!1s0x3170679b069b85c7:0x3420208bead9c0de!8m2!3d12.2098901!4d109.2012078!16s%2Fg%2F11kd38dkts!19sChIJx4WbBptncDER3sDZ6osgIDQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thái Bình,"Địa chỉ: 131 Ngô Gia Tự, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0905 025 028,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Th%C3%A1i+B%C3%ACnh/data=!4m7!3m6!1s0x3170677df8b63b79:0x25c46acb429c1812!8m2!3d12.2408807!4d109.1881273!16s%2Fg%2F11bccllcv8!19sChIJeTu2-H1ncDEREhicQstqxCU?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 16A Hàn Thuyên, Vạn Thạnh, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nha%CC%80+thu%C3%B4%CC%81c+Pharmacity/data=!4m7!3m6!1s0x317067bd99c3f7f5:0x9445fcb7ffada9a8!8m2!3d12.253441!4d109.1944473!16s%2Fg%2F11jx58lxzy!19sChIJ9ffDmb1ncDERqKmt_7f8RZQ?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: Vĩnh Thạnh, Nha Trang, Khánh Hòa 57000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x31705dab562772ab:0x21ad86350555688f!8m2!3d12.2573556!4d109.1491927!16s%2Fg%2F11s2ryj629!19sChIJq3InVqtdcDERj2hVBTWGrSE?authuser=0&hl=vi&rclk=1
Nhà Thuốc Số 37,"Địa chỉ: Nguyễn Thị Minh Khai/48 Ward, Street, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3829 117,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+S%E1%BB%91+37/data=!4m7!3m6!1s0x3170677c6238f46b:0x4125a80abba067b6!8m2!3d12.2385442!4d109.1932905!16s%2Fg%2F1hc1sp6tp!19sChIJa_Q4YnxncDERtmeguwqoJUE?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 29 Thích Quảng Đức, Phước Long, Nha Trang, Khánh Hòa 57000",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31705da1f80af66f:0x92292fbc4460e859!8m2!3d12.2172657!4d109.1879453!16s%2Fg%2F11ln4g8jwf!19sChIJb_YK-KFdcDERWehgRLwvKZI?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: Khu phố Phú Hiệp 3, Đông Hòa, Phú Yên 56000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x316fef1490db817f:0x6e4be560c5814e75!8m2!3d12.997507!4d109.3632864!16s%2Fg%2F11t9pyg5zb!19sChIJf4HbkBTvbzERdU6BxWDlS24?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: Thôn Phú Thọ 2, Khánh Hòa 650000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x317015fbb5c538c9:0x543465c135476480!8m2!3d12.5377354!4d109.2169465!16s%2Fg%2F11sfddcfz_!19sChIJyTjFtfsVcDERgGRHNcFlNFQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc UPharma / Pharmacy / UPharma 약국 체인 / Аптека / 药店连锁,"Địa chỉ: 86 Đ. Phan Bội Châu, Vạn Thạnh, Nha Trang, Khánh Hòa 57116",Số điện thoại: 0904 535 177,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+UPharma+%2F+Pharmacy+%2F+UPharma+%EC%95%BD%EA%B5%AD+%EC%B2%B4%EC%9D%B8+%2F+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%2F+%E8%8D%AF%E5%BA%97%E8%BF%9E%E9%94%81/data=!4m7!3m6!1s0x3170670e28908dc3:0x6b5912e00c75983e!8m2!3d12.2528431!4d109.1917435!16s%2Fg%2F11lp7kskpg!19sChIJw42QKA5ncDERPph1DOASWWs?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: Thôn Xuân Hòa, X, Ninh Hòa, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31703f825a2e99c3:0xa0c812fe91c6e994!8m2!3d12.5010336!4d109.1065496!16s%2Fg%2F11kk4s976t!19sChIJw5kuWoI_cDERlOnGkf4SyKA?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 5 Đ. Lạc Thiện, Vĩnh Thọ, Nha Trang, Khánh Hòa 57000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x3170678308f540dd:0x13b9833a5705893c!8m2!3d12.2700262!4d109.1981203!16s%2Fg%2F11t9pyw36s!19sChIJ3UD1CINncDERPIkFVzqDuRM?authuser=0&hl=vi&rclk=1
Nhà thuốc Phương Anh,"Địa chỉ: 02 Đ. Phan Bội Châu, Phường 1, Tuy Hòa, Phú Yên",,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Ph%C6%B0%C6%A1ng+Anh/data=!4m7!3m6!1s0x316fedad76d84ec5:0x627b70b1faf4741d!8m2!3d13.0849975!4d109.3011799!16s%2Fg%2F11kgpvx7r0!19sChIJxU7Ydq3tbzERHXT0-rFwe2I?authuser=0&hl=vi&rclk=1
Nhà Thuốc Hùng Vương,"Địa chỉ: 59 Hùng Vương, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0936 431 743,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+H%C3%B9ng+V%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x3170677b47f48661:0xe62cf8dff6068066!8m2!3d12.2361296!4d109.1955628!16s%2Fg%2F11bccmjfsk!19sChIJYYb0R3tncDERZoAG9t_4LOY?authuser=0&hl=vi&rclk=1
Nhà Thuốc Lan Chi,"Địa chỉ: 52 Trường Sa, Kho Cảng, Nha Trang, Khánh Hòa",Số điện thoại: 0258 3882 563,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Lan+Chi/data=!4m7!3m6!1s0x3170675a674769c7:0xcb2a515033fc3bf!8m2!3d12.2146784!4d109.1967741!16s%2Fg%2F1pzppcjpv!19sChIJx2lHZ1pncDERv8M_AxWlsgw?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: Lô 11 Đường Phong Châu, Phước Hải, Nha Trang, Khánh Hòa 57000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x31705d456c340dcf:0x45ed85ed80a73387!8m2!3d12.2361968!4d109.1790641!16s%2Fg%2F11t9pyh_hd!19sChIJzw00bEVdcDERhzOngO2F7UU?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thu Hà,"Địa chỉ: 136 Lê Thánh Tôn, Phường 4, Tuy Hòa, Phú Yên",Số điện thoại: 0257 3824 192,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Thu+H%C3%A0/data=!4m7!3m6!1s0x316fec1611052ea1:0x94f951c46fb35639!8m2!3d13.087354!4d109.3059141!16s%2Fg%2F1hc1gr72m!19sChIJoS4FERbsbzEROVazb8RR-ZQ?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 269 Thống Nhất, Phương Sài, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nha%CC%80+thu%C3%B4%CC%81c+Pharmacity/data=!4m7!3m6!1s0x31705d9f8c74597f:0x1bd19265988f3f6!8m2!3d12.2504481!4d109.1852783!16s%2Fg%2F11q1q3x_xp!19sChIJf1l0jJ9dcDER9vOIWSYZvQE?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 22 Phương Sài, Nha Trang, Khánh Hòa 57000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x31705d9fcbc1ac87:0x2517475bf14759c6!8m2!3d12.2510186!4d109.1844112!16s%2Fg%2F11t0wpsqkw!19sChIJh6zBy59dcDERxllH8VtHFyU?authuser=0&hl=vi&rclk=1
Nhà Thuốc Bảo Khang,"Địa chỉ: 96 Nguyễn Trường Tộ, TT. Ninh Hòa, Ninh Hòa, Khánh Hòa 650000",Số điện thoại: 0908 717 376,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+B%E1%BA%A3o+Khang/data=!4m7!3m6!1s0x31703f6965dc06ff:0x8e8560d473205b80!8m2!3d12.4919805!4d109.1308951!16s%2Fg%2F11txgwq83f!19sChIJ_wbcZWk_cDERgFsgc9RghY4?authuser=0&hl=vi&rclk=1
Nhà Thuốc Bắc Hiệp Hưng,"Địa chỉ: 144 Lê Thánh Tôn, Phường 4, Tuy Hòa, Phú Yên",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+B%E1%BA%AFc+Hi%E1%BB%87p+H%C6%B0ng/data=!4m7!3m6!1s0x316fec16e8abc897:0x9f6228c7acfed1e1!8m2!3d13.0866226!4d109.3028372!16s%2Fg%2F1tlcyp0w!19sChIJl8ir6BbsbzER4dH-rMcoYp8?authuser=0&hl=vi&rclk=1
Nhà Thuốc Trần Hưng Đạo,"Địa chỉ: 158 Trần Hưng Đạo, Phường 5, Tuy Hòa, Phú Yên",Số điện thoại: 0257 3823 951,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Tr%E1%BA%A7n+H%C6%B0ng+%C4%90%E1%BA%A1o/data=!4m7!3m6!1s0x316fec3c2196f547:0x51d4b0dd7efb6f3a!8m2!3d13.0857873!4d109.3046309!16s%2Fg%2F1wj_qrxv!19sChIJR_WWITzsbzEROm_7ft2w1FE?authuser=0&hl=vi&rclk=1
Nhà Thuốc Nhân Đức,"Địa chỉ: 139 Mai Xuân Thưởng, Vĩnh Hải, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0988 102 829,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Nh%C3%A2n+%C4%90%E1%BB%A9c/data=!4m7!3m6!1s0x317067a505162f03:0x9ca18cbc0e22fbc2!8m2!3d12.2822258!4d109.1955536!16s%2Fg%2F11p64pfh9z!19sChIJAy8WBaVncDERwvsiDryMoZw?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 01 Đ. Phước Long, Phước Trung, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x317067ddf8bd1fcf:0x501a8df8c52b40f3!8m2!3d12.2113829!4d109.1943462!16s%2Fg%2F11q9tcpd1d!19sChIJzx-9-N1ncDER80ArxfiNGlA?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 315 Lạc Long Quân, Diên Khánh, Khánh Hòa",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x31705d1727531dc3:0xbd6d7c90605175ad!8m2!3d12.2523763!4d109.0977039!16s%2Fg%2F11t6wt8jsn!19sChIJwx1TJxddcDERrXVRYJB8bb0?authuser=0&hl=vi&rclk=1
Nhà Thuốc PHƯƠNG TRANG- PHARMACY,"Địa chỉ: 101A Ngô Gia Tự, Tân Tiến, Nha Trang, Khánh Hòa 57000",Số điện thoại: 0905 369 349,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+PH%C6%AF%C6%A0NG+TRANG-+PHARMACY/data=!4m7!3m6!1s0x317067106b5a1b41:0x454799e4090d8467!8m2!3d12.2415416!4d109.18879!16s%2Fg%2F11h0_rx7h3!19sChIJQRtaaxBncDERZ4QNCeSZR0U?authuser=0&hl=vi&rclk=1
Pharmacy No.4/ Nhà thuốc trung tâm số 4,"Địa chỉ: 68 Đ. Quang Trung, Lộc Thọ, Nha Trang, Khánh Hòa 650000",,https://www.google.com/maps/place/Pharmacy+No.4%2F+Nh%C3%A0+thu%E1%BB%91c+trung+t%C3%A2m+s%E1%BB%91+4/data=!4m7!3m6!1s0x3170678055a40fe7:0x14536d52f3c72e60!8m2!3d12.2491256!4d109.1907447!16s%2Fg%2F11byl62dwz!19sChIJ5w-kVYBncDERYC7H81JtUxQ?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 58 Trường Sa, Phước Trung, Nha Trang, Khánh Hòa 57000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x3170674aefe9f863:0x2d4bc00266c71d16!8m2!3d12.2147065!4d109.1963032!16s%2Fg%2F11t2fwz3q_!19sChIJY_jp70pncDERFh3HZgLASy0?authuser=0&hl=vi&rclk=1
Nhà thuốc Ngọc Trang (Pharmacy),"Địa chỉ: 1126 Hai Tháng Tư, Phường Vạn Thắng, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0917 968 368,https://www.google.com/maps/place/Nha%CC%80+thu%C3%B4%CC%81c+Ngo%CC%A3c+Trang+%28Pharmacy%29/data=!4m7!3m6!1s0x317067d7ef6b82a5:0xaf9c7ee821c9697!8m2!3d12.2579887!4d109.1886929!16s%2Fg%2F11g_ygkv53!19sChIJpYJr79dncDERl5Ycgu7H-Qo?authuser=0&hl=vi&rclk=1
Nhà Thuốc GIA ĐÌNH,"Địa chỉ: 231 Đ. Số 2, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0762 731 993,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+GIA+%C4%90%C3%8CNH/data=!4m7!3m6!1s0x31705db27185fa09:0xffb943b92741b9bc!8m2!3d12.246112!4d109.183962!16s%2Fg%2F11g1dz2v90!19sChIJCfqFcbJdcDERvLlBJ7lDuf8?authuser=0&hl=vi&rclk=1
Nhà thuốc Phúc Khang,"Địa chỉ: 64 Hoàng Diệu, Vĩnh Hoà, Nha Trang, Khánh Hòa",Số điện thoại: 0905 057 838,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Ph%C3%BAc+Khang/data=!4m7!3m6!1s0x3170672f27594395:0xba4f58d332623f77!8m2!3d12.2168417!4d109.1991798!16s%2Fg%2F11h00vx30n!19sChIJlUNZJy9ncDERdz9iMtNYT7o?authuser=0&hl=vi&rclk=1
Nhà Thuốc Ngọc Hà,"Địa chỉ: 890 Lê Hồng Phong, Phước Trung, Nha Trang, Khánh Hòa",Số điện thoại: 0258 3883 993,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ng%E1%BB%8Dc+H%C3%A0/data=!4m7!3m6!1s0x31705df5c01eb493:0x8c8fc15695d6c774!8m2!3d12.2210119!4d109.1863132!16s%2Fg%2F11btrrfp74!19sChIJk7QewPVdcDERdMfWlVbBj4w?authuser=0&hl=vi&rclk=1
NHÀ THUỐC KIM THOA,"Địa chỉ: 330 Trần Quý Cáp, TT. Ninh Hòa, Ninh Hòa, Khánh Hòa",Số điện thoại: 0766 599 277,https://www.google.com/maps/place/NH%C3%80+THU%E1%BB%90C+KIM+THOA/data=!4m7!3m6!1s0x31703f6d2b725a5f:0xcb3ad6d2c87fee01!8m2!3d12.4919791!4d109.1260378!16s%2Fg%2F1hf0sbjx3!19sChIJX1pyK20_cDERAe5_yNLWOss?authuser=0&hl=vi&rclk=1
Nhà Thuốc Kim Đính,"Địa chỉ: 34 Nguyễn Thiện Thuật, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0905 572 002,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Kim+%C4%90%C3%ADnh/data=!4m7!3m6!1s0x3170677b5827c3cf:0x9272699c9e3d1028!8m2!3d12.2370063!4d109.1940787!16s%2Fg%2F1hc242v2z!19sChIJz8MnWHtncDERKBA9npxpcpI?authuser=0&hl=vi&rclk=1
NHÀ THUỐC PHÚC KHANG,"Địa chỉ: 105 Võ Thị Sáu, Diên Khánh, Khánh Hòa",Số điện thoại: 0974 311 489,https://www.google.com/maps/place/NH%C3%80+THU%E1%BB%90C+PH%C3%9AC+KHANG/data=!4m7!3m6!1s0x31705d3be9f7436f:0xd4a5df9a87743623!8m2!3d12.2590389!4d109.1021869!16s%2Fg%2F11tdcqvjyh!19sChIJb0P36TtdcDERIzZ0h5rfpdQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc BÍCH THỦY Pharmacy (약국),"Địa chỉ: 136 Đ. Võ Trứ, Tân Tiến, Nha Trang, Khánh Hòa 57100",Số điện thoại: 0976 796 109,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+B%C3%8DCH+TH%E1%BB%A6Y+Pharmacy+%28%EC%95%BD%EA%B5%AD%29/data=!4m7!3m6!1s0x31706757e0aad23d:0x4802267d0025ebfe!8m2!3d12.2412561!4d109.19146!16s%2Fg%2F11k4w6hs4k!19sChIJPdKq4FdncDER_uslAH0mAkg?authuser=0&hl=vi&rclk=1
Nhà Thuốc Đông Hưng,"Địa chỉ: 63 Trần Hưng Đạo, Phường 1, Tuy Hòa, Phú Yên",Số điện thoại: 0257 3823 532,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+%C4%90%C3%B4ng+H%C6%B0ng/data=!4m7!3m6!1s0x316fec1736d29965:0x818e8735b284bd30!8m2!3d13.0846259!4d109.3014282!16s%2Fg%2F1hc764p7c!19sChIJZZnSNhfsbzERML2EsjWHjoE?authuser=0&hl=vi&rclk=1
Nhà thuốc Hoàng Phúc,"Địa chỉ: 79 Trần Nhật Duật, Phước Hoà, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3514 484,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Ho%C3%A0ng+Ph%C3%BAc/data=!4m7!3m6!1s0x31705d87ab76ed49:0x728b9288402f5c7c!8m2!3d12.2381865!4d109.1854671!16s%2Fg%2F1hc36fgb4!19sChIJSe12q4ddcDERfFwvQIiSi3I?authuser=0&hl=vi&rclk=1
Nhà thuốc Hiền Từ,"Địa chỉ: 238 Dã Tượng, Vĩnh Hoà, Nha Trang, Khánh Hòa",Số điện thoại: 0918 230 517,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Hi%E1%BB%81n+T%E1%BB%AB/data=!4m7!3m6!1s0x3170670ee2e28ee5:0xb40feb1e85ff5c67!8m2!3d12.2170758!4d109.1989277!16s%2Fg%2F11fnrpnh34!19sChIJ5Y7i4g5ncDERZ1z_hR7rD7Q?authuser=0&hl=vi&rclk=1
